id,sentence,eng_result,kor_result
329,또한 피고인은 판시 범죄사실 첫머리 기재 특수공무집행방해죄 등으로 누범기간 중에 있음에도 자숙하지 아니한 채 이 사건 범행을 저질렀다.,"In addition, the Defendant committed the crime in this case without self-reflection even though he/she was in the period of repeated crimes due to obstruction of the execution of special official duties, etc. listed in the first sentence of the crime in the judgment.",또한 피고인은 판결문에서 범행의 첫 문장에 기재된 특수공무집행방해 등으로 재범기간임에도 불구하고 이 사건 범행을 자기반성하지 아니하고 저질렀다.
329,한편 피고인이 이 사건 이전에 동종의 성폭력범죄로 처벌받은 전력은 없고,"Meanwhile, the Defendant has no history of being punished for the same kind of sexual violence before this case",한편 피고인은 이 사건 이전에 동종의 성폭력으로 처벌받은 전력이 없다.
330,피고인이 동종의 성범죄로 처벌받거나 벌금형을 넘는 형사처벌을 받은 전력이 없는 점을 피고인에게 다소나마 유리한 정상으로 참작하고,Taking into account the fact that the Defendant has no history of being punished for the same kind of sex crime or criminal punishment exceeding a fine as a somewhat favorable summit for the Defendant,피고인에게 다소 유리한 정상회담으로서 동종의 성범죄 또는 벌금을 초과한 형사처벌을 받은 전력이 없다는 점을 참작하여
332,3. 선고형의 결정: 징역 1년에 집행유예 2년,3. Decision of sentencing: 1 year in prison and 2 years in probation,"3. 선고결정 : 징역 1년, 집행유예 2년"
335,피고인은 집행유예 기간 중임에도 불구하고 판시 범죄사실 기재와 같은 범행을 저지른 점,The fact that the Defendant committed the same crime as stated in the facts of the crime in the judgment even though he/she was on probation,피고인이 집행유예 중임에도 불구하고 판결에 나타난 범행사실과 동일한 범행을 저질렀다는 점
338,피고인이 2013년 위 소년보호처분을 받은 것 이외에는 별다른 형사처분이나 형사처벌을 받은 전력이 없는 점을 피고인에게 다소나마 유리한 정상으로 참작하고,Taking into account the fact that the Defendant has no history of any criminal disposition or criminal punishment other than the above juvenile protection disposition in 2013 as a somewhat favorable summit for the Defendant,피고인에게 다소 유리한 정상회담으로서 피고인이 2013년 위 소년보호처분 외에 형사처분 또는 형사처벌을 받은 전력이 없는 점 등을 참작하여
346,피고인이 과거 도로교통법위반(음주운전)죄로 한 차례 벌금형을 선고받은 것 이외에는 이제까지 형사처벌을 받은 전력이 없는 점 등은 피고인에게 다소나마 유리한 정상으로 참작하고,The fact that the Defendant has no criminal record other than being fined once for violating the Road Traffic Act (Drunk Driving) is considered to be somewhat favorable to the Defendant,피고인이 도로교통법 위반(음주운전)으로 벌금형을 한 차례 받은 것 외에 전과가 없다는 점은 피고인에게 다소 유리하다고 볼 수 있다.
349,이전에 형사처벌받은 전력이 없다.,There is no previous criminal record.,전과가 없다.
352,○ 유리한 정상: 피고인에게 형사처벌을 받은 전력이 없다.,○ The favorable normal: The defendant has no history of criminal punishment.,○ 유리한 정규 분포: 피고는 형사처벌을 받은 전력이 없다.
383,○ 유리한 정상: 2019. 3.경 약사법위반죄로 벌금형을 받은 외에는 별다른 형사처벌 전력이 없는 점,○ An advantageous summit: There is no history of criminal punishment except for being fined for violating the Pharmaceutical Affairs Act around March 2019,○ 유리한 정상회담: 2019년 3월경 약사법 위반으로 벌금형을 받은 것 외에는 형사처벌한 전력이 없다.
387,피고인이 이종범죄로 형사처벌을 받은 전력이 많다.,The defendant has a long history of criminal punishment for heterogeneous crimes.,피고인은 이질적인 범죄에 대한 형사처벌의 역사가 길다.
395,[특별양형인자] 가중요소: 특정강력범죄(누범)에 해당하지 않는 동종 누범,[Special sentencing factor] Weighted factors: Accumulated crimes of the same kind that do not fall under a specific violent crime (accumulated crime),[특수 양형 요인] 가중 요인: 특정 강력범죄에 해당하지 않는 동종의 누적범죄(누적범죄)
395,가중요소: 특정강력범죄(누범)에 해당하지 않는 동종 누범,Weighted factors: Cumulative crimes of the same kind that do not fall under certain violent crimes (cumulative crimes),가중요인 : 특정 강력범죄에 해당하지 않는 동종의 누적범죄(누적범죄)
395,○ 피고인은 동종 범행으로 2회 집행유예와 2회 실형을 선고받은 전력이 있고,○ The defendant has a history of receiving two suspended sentences and two prison sentences for the same crime,"○ 피고인은 같은 죄로 집행유예 2개, 징역 2개를 선고받은 전력이 있다."
395,동종 범행으로 누범기간 중에 있음에도 자숙하지 아니하고 이 사건 각 범행에 이르렀다. 범행 횟수가 2회에 이른다.,The same crime led to each crime in this case without self-reflection even though it was during the period of cumulative crime. The number of crimes reaches two.,같은 범죄가 누적범죄 기간임에도 불구하고 자기반성 없이 이 사건 각 범죄로 이어졌다. 범죄 건수가 2건에 달한다.
409,피고인이 벌금형을 초과하여 처벌받은 전력이 없고 동종 전과도 없는 점(증거기록 제113쪽 참조)을 참작하고,Taking into account the fact that the Defendant has no history of being punished in excess of the fine and has no criminal record of the same kind (see evidence record page 113),피고인이 벌금을 초과하여 처벌받은 전력이 없고 동종 전과가 없는 점 등을 참작하여(증거기록 113페이지 참조)
418,집행유예 2년(성폭력 재범예방에 필요한 수강 40시간),Two years of probation (40 hours of classes required to prevent sexual violence),보호관찰 2년(성폭력 예방을 위해 40시간 수업 필요)
418,피고인은 동종전과 없고 그 잘못을 인정하고 있다.,The Defendant has no history of the same kind and acknowledges the mistake.,피고는 동종의 전력이 없고 잘못을 인정한다.
427,피고인이 이종 범죄로 형사처벌을 받은 전력도 수 회 있다.,The accused has several histories of criminal punishment for heterogeneous crimes.,피고인은 이질적인 범죄에 대한 형사처벌을 받은 전력이 몇 가지 있다.
427,피고인에게 동종 형사처벌 전력이 없는 점,The Defendant has no history of the same kind of criminal punishment,피고는 같은 종류의 형사처벌을 받은 전력이 없다.
433,피고인은 2015년경 강간 및 감금죄로 처벌받은 바 있음에도 누범 기간 중 재차 범행하였는바,"Although the defendant was punished for rape and confinement around 2015, he committed the crime again during the period of repeated crimes","피고인은 2015년경 강간 및 감금죄로 처벌을 받았지만, 범행이 반복되는 기간에 다시 범행을 저질렀다."
437,피고인이 이종 범죄로 벌금형을 2회 받은 외에 다른 범죄전력은 확인되지 않는다.,No criminal history other than the Defendant being fined twice for heterogeneous crimes is confirmed.,피고인이 이종범죄로 2회 벌금형을 받은 것 외에 범죄경력은 확인되지 않는다.
440,○ 유리한 정상 : 피고인에게 동종 범행으로 형사처벌을 받은 전력이 없고,○ Advantageously normal: The defendant has no history of criminal punishment for the same crime,○ 유리하게 정상: 피고는 동일한 범죄에 대한 형사처벌 전력이 없다.
453,피고인이 이제까지 동종 성범죄로 처벌받은 전력은 없는 점,The fact that the defendant has never been punished for the same sex crimes,피고인이 동일한 성범죄로 처벌받은 적이 없다는 사실
467,이종범죄로 인한 기소유예를 받은 외 다른 전과가 없는 점,The fact that there is no criminal record other than the suspension of prosecution due to heterogeneous crimes,이종범죄로 인한 기소중지 외에 전과가 없는 점
485,동종 전력 없는 점,a point of no homogeneous power,균질한 힘이 없는 점
491,만연히 예견가능성의 범위를 확대해석함으로써 자기책임의 한계를 벗어나 형사처벌을 확대하는 일은 피하여야 한다.,It is necessary to avoid expanding criminal punishment beyond the limit of self-responsibility by expanding the scope of predictability.,예측가능성의 범위를 넓혀 자기책임의 한계를 넘어 형사처벌이 확대되는 것을 피할 필요가 있다.
494,동종 혹은 징역형의 집행유예 이상의 전과가 없는 점,The fact that there is no criminal record more than probation of the same kind or imprisonment,동종 또는 금고 이상의 집행유예 이상의 전과가 없다는 사실
